"Finca Felicia y Francisco, Turrialba"
"5/27/22 11:00 PM : 1 Year"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"6/1/22 4:00 AM","29.78","71","73","62","72","13.9","66","67","66","96","65","65","1","SSE","0.5","3","SSE","66","68","68","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.021"
"6/1/22 4:30 AM","29.78","71","73","62","72","13.9","66","66","66","96","65","65","1","SSE","0.5","3","SSE","66","68","68","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.017"
"6/1/22 5:00 AM","29.78","71","73","62","71","13.9","66","66","66","95","64","65","0","","0.0","2","SSW","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.017"
"6/1/22 5:30 AM","29.79","71","73","62","71","13.9","66","66","65","96","65","65","2","SSE","1.0","5","SSE","66","68","68","65","0.00","0.00","4","0.17","16","0.00","0","0.0","0","0.000","0.017"
"6/1/22 6:00 AM","29.80","71","74","62","72","14.2","67","67","66","94","65","66","3","SSE","1.5","6","SSW","67","69","69","67","0.00","0.00","38","1.63","69","0.00","0","0.0","0","0.000","0.044"
"6/1/22 6:30 AM","29.81","72","74","63","73","14.2","68","68","67","97","67","67","1","S","0.5","3","S","68","70","70","73","0.00","0.00","105","4.52","225","0.00","0","0.0","0","0.000","0.058"
"6/1/22 7:00 AM","29.80","74","74","65","75","14.1","72","72","68","94","70","70","0","","0.0","3","NE","72","74","74","82","0.00","0.00","277","11.92","352","0.00","0","0.0","0","0.000","0.142"
"6/1/22 7:30 AM","29.81","76","74","67","78","14.0","73","73","72","91","71","71","1","ENE","0.5","4","NE","73","76","76","85","0.00","0.00","408","17.55","452","0.00","0","0.1","1","0.000","0.175"
"6/1/22 8:00 AM","29.81","79","74","70","82","14.0","76","76","73","87","71","72","2","NE","1.0","5","ENE","76","78","78","89","0.00","0.00","502","21.60","568","0.01","2","0.4","3","0.000","0.221"
"6/1/22 8:30 AM","29.82","82","73","72","87","13.6","76","76","75","82","70","71","3","E","1.5","8","ENE","76","78","78","89","0.00","0.00","622","26.76","654","0.00","4","0.8","5","0.000","0.221"
"6/1/22 9:00 AM","29.80","84","71","73","91","12.9","77","77","76","78","69","71","3","NE","1.5","8","NE","77","79","79","90","0.00","0.00","659","28.35","756","0.02","5","1.2","6","0.000","0.246"
"6/1/22 9:30 AM","29.79","86","69","75","95","12.4","80","80","77","80","74","75","4","NE","2.0","8","NNE","80","86","86","97","0.00","0.00","798","34.33","840","0.00","8","1.6","8","0.000","0.319"
"6/1/22 10:00 AM","29.79","87","67","75","96","12.0","79","80","78","83","73","74","5","NNE","2.5","9","N","79","83","83","94","0.00","0.00","735","31.62","958","0.02","8","1.8","10","0.000","0.283"
"6/1/22 10:30 AM","29.78","88","67","76","100","11.9","80","80","79","79","73","74","3","NE","1.5","9","NNE","80","85","85","95","0.00","0.00","586","25.21","1002","0.00","8","1.8","12","0.000","0.310"
"6/1/22 11:00 AM","29.77","89","64","75","99","11.3","76","80","76","86","72","73","6","NNE","3.0","11","NNE","76","79","79","88","0.00","0.00","449","19.32","765","0.01","6","1.4","13","0.000","0.235"
"6/1/22 11:30 AM","29.76","89","64","75","99","11.3","77","78","76","83","71","73","4","NNE","2.0","7","N","77","80","80","86","0.00","0.00","298","12.82","434","0.00","3","0.7","7","0.000","0.250"
"6/1/22 12:00 PM","29.75","88","64","74","97","11.3","76","77","76","83","70","71","2","NNE","1.0","8","NNW","76","78","78","80","0.00","0.00","138","5.94","172","0.01","0","0.1","1","0.000","0.223"
"6/1/22 12:30 PM","29.74","86","63","72","92","11.2","72","76","72","89","68","69","2","SW","1.0","7","NNW","72","74","74","75","0.24","3.87","116","4.99","146","0.00","1","0.1","2","0.000","0.140"
"6/1/22 1:00 PM","29.73","85","65","72","91","11.7","74","74","72","91","71","72","2","ENE","1.0","10","NNE","74","76","76","80","0.00","0.00","205","8.82","373","0.00","2","0.4","3","0.000","0.185"
"6/1/22 1:30 PM","29.74","85","65","72","91","11.6","73","74","73","87","69","70","6","NE","3.0","14","E","73","75","75","78","0.00","0.00","202","8.69","265","0.00","2","0.4","3","0.000","0.158"
"6/1/22 2:00 PM","29.74","84","65","71","88","11.7","71","73","71","89","67","68","6","SE","3.0","13","E","71","73","73","73","0.00","0.00","51","2.19","93","0.00","0","0.0","0","0.000","0.123"
"6/1/22 2:30 PM","29.74","81","64","67","83","11.5","68","71","68","92","66","67","8","SSW","4.0","15","SE","68","70","70","68","0.00","0.00","11","0.47","18","0.00","0","0.0","0","0.000","0.071"
"6/1/22 3:00 PM","29.75","78","65","66","80","11.8","66","68","66","98","65","65","3","WNW","1.5","9","WNW","66","68","68","66","0.42","4.09","3","0.13","9","0.00","0","0.0","0","0.000","0.019"
"6/1/22 3:30 PM","29.75","77","66","64","78","12.0","65","66","65","99","65","65","4","W","2.0","8","W","65","67","67","66","0.18","1.52","11","0.47","12","0.00","0","0.0","0","0.000","0.006"
"6/1/22 4:00 PM","29.75","76","67","64","77","12.2","65","66","65","99","65","65","2","NNE","1.0","6","W","65","67","67","66","0.04","0.12","12","0.52","14","0.00","0","0.0","0","0.000","0.004"
"6/1/22 4:30 PM","29.76","75","67","63","76","12.2","66","66","65","100","66","66","1","NNE","0.5","3","NNE","66","68","68","67","0.04","0.12","15","0.65","16","0.00","0","0.0","0","0.000","0.012"
"6/1/22 5:00 PM","29.77","75","68","63","76","12.6","65","66","65","100","65","65","0","","0.0","3","NNE","65","67","67","66","0.02","0.10","10","0.43","12","0.00","0","0.0","0","0.000","0.000"
"6/1/22 5:30 PM","29.78","74","68","63","75","12.6","64","65","64","100","64","64","1","NNE","0.5","4","NW","64","66","66","64","0.01","0.04","8","0.34","9","0.00","0","0.0","0","0.012","0.000"
"6/1/22 6:00 PM","29.79","74","69","63","75","12.8","64","64","64","98","64","64","0","","0.0","4","W","64","66","66","64","0.00","0.00","0","0.00","5","0.00","0","0.0","0","0.010","0.000"
"6/1/22 6:30 PM","29.80","73","69","62","74","12.8","65","65","64","98","64","64","2","W","1.0","5","SSE","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.004","0.000"
"6/1/22 7:00 PM","29.81","72","70","62","73","13.1","65","65","65","96","64","65","1","S","0.5","4","S","65","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.008"
"6/1/22 7:30 PM","29.81","73","70","62","74","13.0","65","65","65","96","64","64","0","","0.0","3","S","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.004","0.000"
"6/1/22 8:00 PM","29.82","73","70","63","74","13.0","65","65","65","97","64","64","0","","0.0","3","S","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.004","0.000"
"6/1/22 8:30 PM","29.82","73","70","63","74","13.0","64","65","64","97","63","63","1","S","0.5","3","S","64","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.021","0.000"
"6/1/22 9:00 PM","29.82","73","70","63","74","13.0","65","65","64","96","63","64","3","WSW","1.5","4","S","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"6/1/22 9:30 PM","29.83","72","70","62","73","13.1","65","65","64","94","64","64","4","WNW","2.0","7","W","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.008"
"6/1/22 10:00 PM","29.83","72","70","62","73","13.1","66","66","65","92","63","64","1","WNW","0.5","5","W","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.017"
"6/1/22 10:30 PM","29.82","72","71","62","73","13.4","65","66","65","95","63","64","1","SSE","0.5","4","SSE","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.002","0.000"
"6/1/22 11:00 PM","29.82","72","71","62","73","13.4","65","65","65","95","63","64","2","SSE","1.0","4","SSE","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"6/1/22 11:30 PM","29.80","72","71","62","72","13.4","65","65","65","95","63","64","2","SSE","1.0","4","SSE","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.002","0.000"
"6/2/22 12:00 AM","29.79","71","71","61","72","13.4","65","65","64","95","63","64","1","SSE","0.5","5","W","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"6/2/22 12:30 AM","29.77","71","71","61","72","13.4","65","65","65","92","63","63","1","S","0.5","4","S","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.002"
"6/2/22 1:00 AM","29.78","71","71","61","72","13.4","65","66","65","93","63","64","2","S","1.0","6","SSE","65","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.004"
"6/2/22 1:30 AM","29.77","71","71","61","72","13.4","67","67","65","87","63","64","1","WSW","0.5","5","NW","67","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.038"
"6/2/22 2:00 AM","29.77","71","71","61","71","13.4","67","67","66","86","63","64","2","NNW","1.0","6","W","67","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.040"
"6/2/22 2:30 AM","29.76","71","71","61","72","13.4","67","68","67","87","63","64","4","SSW","2.0","9","SW","67","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.035"
"6/2/22 3:00 AM","29.76","71","71","61","72","13.4","66","67","66","88","63","64","1","WSW","0.5","4","NNW","66","68","68","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.031"
"6/2/22 3:30 AM","29.77","71","71","61","71","13.4","66","66","66","87","62","63","1","WSW","0.5","3","NNW","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.027"
"6/2/22 4:00 AM","29.77","71","72","61","71","13.7","66","67","66","88","63","64","0","","0.0","2","WSW","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.025"
"6/2/22 4:30 AM","29.77","71","72","61","71","13.7","66","66","66","87","62","63","0","","0.0","3","WSW","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.025"
"6/2/22 5:00 AM","29.78","71","72","61","71","13.7","67","67","66","86","62","64","0","","0.0","3","W","67","68","68","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.038"
"6/2/22 5:30 AM","29.79","71","72","62","72","13.7","67","67","67","85","63","64","1","E","0.5","3","SSE","67","69","69","66","0.00","0.00","1","0.04","7","0.00","0","0.0","0","0.000","0.048"
"6/2/22 6:00 AM","29.80","72","72","62","72","13.7","66","67","66","87","62","63","0","","0.0","2","E","66","67","67","66","0.00","0.00","22","0.95","37","0.00","0","0.0","0","0.000","0.027"
"6/2/22 6:30 AM","29.81","72","72","63","73","13.7","67","67","66","88","64","65","0","","0.0","2","NNE","67","69","69","70","0.00","0.00","61","2.62","88","0.00","0","0.0","0","0.000","0.046"
"6/2/22 7:00 AM","29.81","75","73","65","76","13.8","68","68","67","87","64","65","1","E","0.5","3","NNE","68","69","69","72","0.00","0.00","123","5.29","185","0.00","0","0.0","0","0.000","0.054"
"6/2/22 7:30 AM","29.82","76","72","67","78","13.5","70","71","68","84","65","66","1","SSE","0.5","4","WNW","70","71","71","77","0.00","0.00","232","9.98","318","0.00","0","0.0","1","0.000","0.100"
"6/2/22 8:00 AM","29.83","78","71","67","80","13.1","70","70","69","87","66","67","2","WNW","1.0","3","WNW","70","72","72","76","0.00","0.00","192","8.26","204","0.00","0","0.0","0","0.000","0.102"
"6/2/22 8:30 AM","29.83","79","71","69","82","13.1","71","71","70","87","67","68","0","","0.0","3","SSW","71","73","73","77","0.00","0.00","222","9.55","237","0.00","1","0.2","1","0.000","0.127"
"6/2/22 9:00 AM","29.84","80","69","69","84","12.5","73","73","71","87","69","70","1","ENE","0.5","3","ENE","73","75","75","80","0.00","0.00","271","11.66","306","0.01","2","0.4","2","0.000","0.163"
"6/2/22 9:30 AM","29.84","82","68","71","87","12.3","74","74","73","87","70","71","0","","0.0","4","ENE","74","76","76","82","0.00","0.00","345","14.84","385","0.00","3","0.7","4","0.000","0.185"
"6/2/22 10:00 AM","29.83","84","67","72","90","12.1","76","77","74","82","71","72","2","ENE","1.0","5","NNE","76","79","79","88","0.00","0.00","472","20.31","594","0.01","6","1.2","8","0.000","0.240"
"6/2/22 10:30 AM","29.83","85","64","71","90","11.5","76","77","76","83","70","71","2","NNE","1.0","5","NNE","76","78","78","86","0.00","0.00","399","17.17","515","0.00","4","1.0","6","0.000","0.223"
"6/2/22 11:00 AM","29.82","84","62","70","88","11.1","73","76","73","83","68","69","1","N","0.5","3","N","73","75","75","80","0.01","0.00","259","11.14","272","0.01","2","0.5","3","0.000","0.175"
"6/2/22 11:30 AM","29.82","84","64","71","89","11.5","74","74","73","85","69","70","0","","0.0","2","N","74","76","76","83","0.00","0.00","375","16.13","926","0.00","5","1.0","12","0.000","0.179"
"6/2/22 12:00 PM","29.81","88","64","74","97","11.3","77","78","74","77","69","71","3","ENE","1.5","8","E","77","80","80","92","0.00","0.00","787","33.86","1354","0.01","11","2.3","15","0.000","0.254"
"6/2/22 12:30 PM","29.80","88","60","73","96","10.6","74","77","74","86","70","71","4","ESE","2.0","9","ESE","74","77","77","84","0.00","0.00","425","18.28","603","0.00","6","1.2","8","0.000","0.194"
"6/2/22 1:00 PM","29.79","88","60","72","94","10.6","74","74","74","85","69","70","3","E","1.5","8","ENE","74","76","76","83","0.00","0.00","399","17.17","439","0.01","5","1.1","5","0.000","0.188"
"6/2/22 1:30 PM","29.78","87","60","71","92","10.7","71","74","71","90","68","68","4","SE","2.0","10","SE","71","73","73","77","0.01","0.00","231","9.94","510","0.00","2","0.4","5","0.000","0.117"
"6/2/22 2:00 PM","29.79","82","59","66","84","10.6","68","70","68","88","64","65","8","S","4.0","15","S","67","69","68","69","0.01","0.06","108","4.65","146","0.00","0","0.0","1","0.000","0.052"
"6/2/22 2:30 PM","29.79","78","63","64","79","11.4","65","68","65","97","64","64","5","W","2.5","11","NW","65","67","67","66","0.08","0.69","35","1.51","72","0.00","0","0.0","0","0.000","0.002"
"6/2/22 3:00 PM","29.79","76","65","64","77","11.8","65","65","65","96","64","64","3","SW","1.5","7","SW","65","67","67","66","0.28","1.14","38","1.63","69","0.00","0","0.0","1","0.000","0.006"
"6/2/22 3:30 PM","29.79","75","67","64","76","12.2","66","66","65","98","65","66","3","S","1.5","8","S","66","68","68","69","0.10","0.63","85","3.66","102","0.00","0","0.0","0","0.000","0.021"
"6/2/22 4:00 PM","29.79","75","68","64","76","12.5","65","66","65","99","65","65","3","E","1.5","7","SE","65","67","67","67","0.05","0.37","49","2.11","77","0.00","0","0.0","0","0.002","0.000"
"6/2/22 4:30 PM","29.80","74","68","63","75","12.6","65","65","65","96","64","64","4","SSW","2.0","9","SSW","65","67","67","66","0.03","0.18","19","0.82","26","0.00","0","0.0","0","0.000","0.004"
"6/2/22 5:00 PM","29.81","74","68","63","75","12.6","65","65","65","94","63","64","5","SSE","2.5","8","SE","65","66","66","66","0.02","0.07","22","0.95","25","0.00","0","0.0","0","0.002","0.000"
"6/2/22 5:30 PM","29.82","73","68","62","74","12.6","65","65","65","95","63","64","5","SSE","2.5","9","SSE","65","66","66","64","0.00","0.00","10","0.43","16","0.00","0","0.0","0","0.004","0.000"
"6/2/22 6:00 PM","29.83","72","68","61","73","12.6","66","66","65","88","63","64","6","SSW","3.0","9","S","66","68","68","65","0.02","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.027"
"6/2/22 6:30 PM","29.85","72","68","61","73","12.6","65","66","65","94","63","64","4","SSW","2.0","7","SSW","65","66","66","64","0.04","0.11","0","0.00","0","0.00","0","0.0","0","0.000","0.000"
"6/2/22 7:00 PM","29.86","72","69","61","72","12.8","66","66","64","91","63","64","2","WSW","1.0","5","SSW","66","67","67","64","0.02","0.10","0","0.00","0","0.00","0","0.0","0","0.000","0.010"
"6/2/22 7:30 PM","29.87","72","69","61","72","12.8","65","66","65","95","63","64","1","SSW","0.5","5","SSW","65","66","66","64","0.04","0.12","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"6/2/22 8:00 PM","29.87","71","69","61","72","12.8","64","65","64","95","63","63","0","","0.0","4","SW","64","65","65","63","0.03","0.08","0","0.00","0","0.00","0","0.0","0","0.021","0.000"
"6/2/22 8:30 PM","29.87","71","69","60","71","12.8","64","64","64","96","63","63","1","SW","0.5","4","SW","64","65","65","63","0.01","0.04","0","0.00","0","0.00","0","0.0","0","0.025","0.000"
"6/2/22 9:00 PM","29.86","71","69","60","71","12.8","63","64","63","98","63","63","1","N","0.5","3","SW","63","65","65","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.035","0.000"
"6/2/22 9:30 PM","29.86","70","70","60","71","13.1","63","63","63","96","62","62","1","N","0.5","3","N","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.042","0.000"
"6/2/22 10:00 PM","29.85","70","70","60","70","13.1","64","64","63","91","61","62","1","SSW","0.5","4","SSW","64","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.019","0.000"
"6/2/22 10:30 PM","29.85","70","70","60","70","13.2","64","65","64","90","62","62","0","","0.0","2","SSW","64","66","66","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.010","0.000"
"6/2/22 11:00 PM","29.86","70","70","59","70","13.2","66","66","64","86","61","62","1","SSW","0.5","5","SW","66","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.010"
"6/2/22 11:30 PM","29.85","70","70","59","70","13.2","65","66","65","88","62","63","1","SW","0.5","3","SW","65","66","66","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.004"
"6/3/22 12:00 AM","29.85","70","71","60","70","13.5","66","66","65","86","62","63","3","W","1.5","6","W","66","67","67","64","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.021"
"6/3/22 12:30 AM","29.84","70","70","60","70","13.1","66","67","66","84","61","63","1","W","0.5","4","SW","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.029"
"6/3/22 1:00 AM","29.83","70","70","60","70","13.1","68","68","66","81","62","63","3","W","1.5","7","SW","68","69","69","66","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.054"
"6/3/22 1:30 AM","29.82","70","70","60","70","13.1","66","68","66","86","62","63","1","W","0.5","3","W","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.027"
"6/3/22 2:00 AM","29.81","70","70","60","70","13.1","66","66","66","84","61","63","1","SSE","0.5","4","SSE","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.025"
"6/3/22 2:30 AM","29.80","70","70","60","70","13.1","66","66","66","82","61","62","1","S","0.5","4","S","66","67","67","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.031"
"6/3/22 3:00 AM","29.79","70","70","60","70","13.2","67","68","66","81","61","62","1","S","0.5","5","W","67","68","68","65","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.000","0.035"
